address,cars,bluecarcounter,utilibcounter,utilib1.4counter,chargeslots,chargingstatus,city,id,slots,stationtype,year,month,day,hour,minute
61 boulevard Saint-Jacques,0,0,0,0,0,,Paris,paris-saintjacques1-parking,0,station,2018,4,7,19,20
205 Avenue Georges ClÃ©menceau,7,7,0,0,0,,Nanterre,nanterre-georgesclemenceau-205,0,station,2018,4,1,3,12
90 boulevard National,2,2,0,0,0,,La Garenne-Colombes,lagarennecolombes-national-90,3,station,2018,4,2,19,59
56 Rue des Plantes,5,5,0,0,0,,Paris,paris-plantes-56,0,station,2018,4,6,3,3
188 Rue du Lieutenant-Colonel de Montbrison,4,4,0,0,0,,Rueil-Malmaison,rueilmalmaison-demontbrison-188,1,station,2018,4,2,9,52
1 rue Claude Terrasse,1,1,0,0,0,,Le Blanc-Mesnil,leblancmesnil-claudeterrasse-1,5,station,2018,4,3,0,49
61 rue Pierre Brossolette,3,3,0,0,0,,Montreuil,montreuil-pierrebrossolette-61,3,station,2018,4,3,9,1
28 Rue Anatole France,6,6,0,0,0,,Chaville,chaville-anatolefrance-28,0,station,2018,4,4,21,30
79 rue AndrÃ© Joineau,4,4,0,0,0,,Le PrÃ©-Saint-Gervais,lepresaintgervais-andrejoineau-79,3,station,2018,4,5,4,37
2 Rue de Rungis,5,5,0,0,0,,Paris,paris-rungis-2,1,station,2018,4,7,9,5
5 rue de Mesly,6,6,0,0,0,,CrÃ©teil,creteil-mesly-5,0,station,2018,4,7,2,18
126 rue de Colombes,4,4,0,0,0,,La Garenne-Colombes,lagarennecolombes-colombes-126,0,station,2018,4,8,0,54
1 rue Jean Monnet,6,6,0,0,0,,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,0,full_station,2018,4,1,8,17
8 Place du 25 AoÃ»t 1944,2,2,0,0,0,,Paris,paris-25aout1944-8,1,station,2018,4,2,12,49
39 rue du Port Ã  l'Anglais,0,0,0,0,0,,Alfortville,alfortville-portalanglais-39,5,station,2018,4,2,19,10
1 Rue Legrand,2,2,0,0,0,,Malakoff,malakoff-legrand-1,3,station,2018,4,8,22,39
76 Boulevard de la Tour-Maubourg,0,0,0,0,0,,Paris,paris-tourmaubourg-76,5,station,2018,4,9,10,21
58 avenue de la RÃ©publique,4,4,0,0,0,,Bagnolet,bagnolet-republique-58,2,station,2018,4,4,18,12
32 boulevard Jean-Baptiste Oudry,2,2,0,0,0,,CrÃ©teil,creteil-jeanbaptisteoudry-32,4,station,2018,4,1,1,52
1 rue de Verdun,6,6,0,0,0,,Clamart,clamart-verdun-1,0,station,2018,4,1,14,10
12 rue Lavoisier,0,0,0,0,0,,Limeil-BrÃ©vannes,limeilbrevannes-lavoisier-12,0,station,2018,4,8,20,3
17 avenue Robert Wagner,6,6,0,0,0,,VÃ©lizy-Villacoublay,velizyvillacoublay-robertwagner-17,0,station,2018,4,4,3,32
3 rue de BÃ©rite,0,0,0,0,0,,Paris,paris-berite-3,2,station,2018,4,2,7,28
98 avenue Albert 1er,5,5,0,0,0,,Rueil-Malmaison,rueilmalmaison-albert1er-98,0,station,2018,4,6,12,35
4 Chemin des petits marais,4,4,0,0,0,,Gennevilliers,gennevilliers-petitsmarais-4,2,station,2018,4,8,14,29
9 Avenue Paul Signac,1,1,0,0,0,,Montreuil,montreuil-paulsignac-9,2,station,2018,4,6,18,44
36 rue Saint-Maur,0,0,0,0,0,,Paris,paris-saintmaur-36,1,station,2018,4,7,23,25
6 place du PrÃ©sident Mithouard,2,2,0,0,0,,Paris,paris-mithouard-6,3,station,2018,4,4,16,8
27 boulevard Gallieni,1,1,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-gallieni-27,2,station,2018,4,5,9,27
42 Rue Victor Hugo,5,5,0,0,0,,Colombes,colombes-victorhugo-42,1,station,2018,4,2,18,22
2 Avenue RenÃ© Fonck,5,5,0,0,0,,Paris,paris-renefonck-2,0,station,2018,4,4,8,33
356 rue des PyrÃ©nÃ©es,6,6,0,0,0,,Paris,paris-pyrenees-356,0,station,2018,4,1,4,4
2 Place de Catalogne,4,4,0,0,0,,Paris,paris-catalogne-2,0,full_station,2018,4,5,19,9
52 rue de ChÃ¢teau Landon,3,3,0,0,0,,Paris,paris-chateaulandon-52,1,station,2018,4,9,6,28
52 rue Charles Hermite,0,0,0,0,0,,Paris,paris-charleshermite-52,0,station,2018,4,1,11,54
45 rue du GÃ©nÃ©ral Leclerc,2,2,0,0,0,,Bois-Colombes,boiscolombes-leclerc-45,3,station,2018,4,5,18,54
171 Rue de la Convention,0,0,0,0,0,,Paris,paris-convention-171,2,station,2018,4,1,13,13
211 Rue de Versailles,2,2,0,0,0,,Ville-d'Avray,villedavray-versailles-211,2,station,2018,4,9,20,57
118 rue Houdan,0,0,0,0,0,,Sceaux,sceaux-houdan-118,0,station,2018,4,6,1,17
9 rue RenÃ© Sahors,2,2,0,0,0,,Vanves,vanves-renesahors-9,2,station,2018,4,4,18,33
2 Boulevard de la Paix,0,0,0,0,0,,Courbevoie,courbevoie-paix-2,5,station,2018,4,8,15,36
61 Boulevard Ãmile Zola,4,4,0,0,0,,Nanterre,nanterre-emilezola-61,2,station,2018,4,8,23,50
2 rue Henri Martin,3,3,0,0,0,,Boulogne-Billancourt,boulognebillancourt-henrimartin-2,2,station,2018,4,2,0,52
2 Place Charles de Gaulle,3,3,0,0,0,,Vaucresson,vaucresson-charlesdegaulle-2,1,station,2018,4,5,5,10
65 boulevard de Picpus,6,6,0,0,0,,Paris,paris-picpusnation-parking,0,station,2018,4,8,9,20
1 avenue du GÃ©nÃ©ral Sarrail,4,4,0,0,0,,Paris,paris-portedauteuil-parking,1,station,2018,4,5,13,16
18 Place Mozart,0,0,0,0,0,,Joinville-le-Pont,joinvillelepont-mozart-18,5,station,2018,4,6,13,55
156 Boulevard Charles de Gaulle,3,3,0,0,0,,Colombes,colombes-charlesdegaulle-156,2,station,2018,4,9,20,59
236 Rue des PyrÃ©nÃ©es,6,6,0,0,0,,Paris,paris-pyrenees-236,0,station,2018,4,8,19,32
11 Rue de la Grange aux Belles,0,0,0,0,0,,Paris,paris-grangeauxbelles-11,2,station,2018,4,1,14,32
22 rue de Normandie,2,2,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-normandie-22,4,station,2018,4,5,20,55
2 avenue de l'Ãpi dâOr,4,4,0,0,0,,Villejuif,villejuif-epidor-2,1,station,2018,4,6,17,35
125 rue Diderot,3,3,0,0,0,,Drancy,drancy-diderot-125,2,station,2018,4,9,8,34
35 Rue Louis Blanc,2,2,0,0,0,,Saint-Ouen,saintouen-louisblanc-35,2,station,2018,4,4,20,59
3 rue Harpignies,0,0,0,0,0,,Paris,paris-harpignies-3,0,station,2018,4,8,0,19
162 rue de la Roquette,0,0,0,0,0,,Paris,paris-roquette-162,0,station,2018,4,7,11,48
169 avenue Gabriel PÃ©ri,0,0,0,0,0,,Gennevilliers,gennevilliers-gabrielperi-169,0,full_station,2018,4,5,22,14
705 Avenue Roger Salengro,0,0,0,0,0,,Chaville,chaville-rogersalengro-705,4,station,2018,4,2,8,16
5 avenue Jean JaurÃ¨s,5,5,0,0,0,,Rosny-sous-Bois,rosnysousbois-jeanjaures-5,0,station,2018,4,4,22,34
6 Place Cyrano de Bergerac,2,2,0,0,0,,ChÃ¢tenay-Malabry,chatenaymalabry-cyranodebergerac-6,3,station,2018,4,1,19,25
2 Avenue Albert 1er,4,4,0,0,0,,Rueil-Malmaison,rueilmalmaison-albert1er-2,2,station,2018,4,5,0,59
25 rue de la Plaine,1,1,0,0,0,,Paris,paris-plaine-25,3,station,2018,4,1,16,2
171 Rue de la Convention,0,0,0,0,0,,Paris,paris-convention-171,3,station,2018,4,7,22,23
100 rue de la Commune de Paris,5,5,0,0,0,,Romainville,romainville-communedeparis-100,1,station,2018,4,6,17,35
169 avenue Gabriel PÃ©ri,0,0,0,0,0,,Gennevilliers,gennevilliers-gabrielperi-169,0,full_station,2018,4,3,14,46
12 rue Chernoviz,2,2,0,0,0,,Paris,paris-chernoviz-12,1,station,2018,4,4,1,35
18 Boulevard Garibaldi,3,3,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,1,station,2018,4,5,18,5
31 rue du Professeur Victor Pauchet,0,0,0,0,0,,Vaucresson,vaucresson-victorpauchet-31,0,station,2018,4,4,18,44
9 Avenue Paul Signac,2,2,0,0,0,,Montreuil,montreuil-paulsignac-9,2,station,2018,4,6,17,30
3 bis rue Terre Neuve,5,5,0,0,0,,Meudon,meudon-terreneuve-3,0,station,2018,4,1,14,46
38 rue du Four,1,1,0,0,0,,Paris,paris-four-38,3,station,2018,4,3,10,14
19 rue de Chateaubriand,5,5,0,0,0,,Paris,paris-chateaubriand-19,1,station,2018,4,3,10,6
54 rue HÃ©ricart,3,3,0,0,0,,Paris,paris-hericart-54,1,station,2018,4,5,0,2
99 Boulevard Arago,1,1,0,0,0,,Paris,paris-arago-99,2,station,2018,4,6,4,54
12 bis Route de la Reine,5,5,0,0,0,,Boulogne-Billancourt,boulognebillancourt-reine-12,1,station,2018,4,8,11,23
18 Place Mozart,0,0,0,0,0,,Joinville-le-Pont,joinvillelepont-mozart-18,5,station,2018,4,9,10,46
12 rue Marcel AllÃ©got,0,0,0,0,0,,Meudon,meudon-marcelallegot-12,0,station,2018,4,8,4,45
43 avenue de la RÃ©publique,6,6,0,0,0,,Montrouge,montrouge-republique-43,0,full_station,2018,4,1,4,35
11 Place Stalingrad,5,5,0,0,0,,Suresnes,suresnes-stalingrad-11,1,station,2018,4,9,20,48
68 rue Paul Vaillant Couturier,5,5,0,0,0,,Clamart,clamart-paulvaillantcouturier-68,0,station,2018,4,2,15,28
77 Quai de Seine,0,0,0,0,0,,Paris,paris-seine-77,3,station,2018,4,8,22,45
4 Rue Croix des Petits Champs,0,0,0,0,0,,Paris,paris-croixdespetitschamps-4,1,station,2018,4,2,11,5
183 Rue des Renouillers,0,0,0,0,0,,Colombes,colombes-renouillers-183,0,station,2018,4,8,12,36
1 Rue de WolfenbÃ¼ttel,3,3,0,0,0,,SÃ¨vres,sevres-wolfenbuttel-1,3,station,2018,4,6,12,46
50 Boulevard Auguste Blanqui,1,1,0,0,0,,Paris,paris-augusteblanqui-50,3,station,2018,4,8,20,55
100 rue de la Commune de Paris,1,1,0,0,0,,Romainville,romainville-communedeparis-100,4,station,2018,4,5,16,25
31 boulevard de Grenelle,0,0,0,0,0,,Paris,paris-grenelle31-parking,0,station,2018,4,5,18,38
44 avenue du Capitaine Glarner,0,0,0,0,0,,Saint-Ouen,saintouen-capitaineglarner-44,6,station,2018,4,5,11,43
63 avenue du 18 juin 1940,0,0,0,0,0,,Rueil-Malmaison,rueilmalmaison-18juin1940-63,5,station,2018,4,5,12,18
6 rue Isidore Nerat,1,1,0,0,0,,Aulnay-sous-bois,aulnaysousbois-isidorenerat-6,6,station,2018,4,6,18,24
188 Rue du Lieutenant-Colonel de Montbrison,1,1,0,0,0,,Rueil-Malmaison,rueilmalmaison-demontbrison-188,3,station,2018,4,1,23,2
61 Boulevard Haussmann,0,0,0,0,0,,Paris,paris-haussmann-61,1,station,2018,4,7,18,1
97 Rue Roger Salengro,5,5,0,0,0,,Drancy,drancy-rogersalengro-97,1,station,2018,4,1,10,31
69 Rue Manin,0,0,0,0,0,,Paris,paris-manin-69,3,station,2018,4,4,19,21
43 rue du Docteur Finlay,1,1,0,0,0,,Paris,paris-docteurfinlay-43,2,station,2018,4,8,20,41
3 Rue Georges Pompidou,2,2,0,0,0,,Les Lilas,leslilas-georgespompidou-3,3,full_station,2018,4,1,18,57
5 rue FrÃ©dÃ©ric LoliÃ©e,2,2,0,0,0,,Paris,paris-fredericloliee-5,2,station,2018,4,1,20,57
11 avenue Pasteur,2,2,0,0,0,,Saint-MandÃ©,saintmande-pasteur-11,4,station,2018,4,1,11,46
20 Boulevard Ãmile Augier,4,4,0,0,0,,Paris,paris-emileaugier-20,0,station,2018,4,4,1,45
8 Boulevard Voltaire,4,4,0,0,0,,Paris,paris-voltaire-8,0,station,2018,4,2,1,58
122 boulevard Jean JaureÌs,2,2,0,0,0,,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,2,station,2018,4,9,18,51
61 Boulevard Ãmile Zola,5,5,0,0,0,,Nanterre,nanterre-emilezola-61,1,station,2018,4,2,21,32
25 avenue Georges ClÃ©menceau,3,3,0,0,0,,Neuilly-Plaisance,neuillyplaisance-georgesclemenceau-25,3,station,2018,4,8,1,5
3 Rue Georges Pompidou,4,4,0,0,0,,Les Lilas,leslilas-georgespompidou-3,2,full_station,2018,4,8,11,6
28 rue d'Aumale,0,0,0,0,0,,Paris,paris-aumale-28,3,station,2018,4,1,14,50
38 avenue des Ternes,3,3,0,0,0,,Paris,paris-ternes-parking,1,station,2018,4,1,23,25
46 Quai Henri IV,4,4,0,0,0,,Paris,paris-henriiv-46,1,station,2018,4,4,3,0
70 Boulevard de Clichy,3,3,0,0,0,,Paris,paris-clichy-70,2,station,2018,4,9,21,52
24 rue du ChÃ¢teau Landon,2,2,0,0,0,,Paris,paris-chateaulandon-24,3,station,2018,4,3,8,50
12 Avenue de la Division Leclerc,2,2,0,0,0,,ChÃ¢tillon,chatillon-divisionleclerc-12,1,full_station,2018,4,5,9,2
125 Avenue Louis Roche,0,0,0,0,0,,Gennevilliers,gennevilliers-louisroche-125,4,station,2018,4,9,5,53
3 bis rue Terre Neuve,6,6,0,0,0,,Meudon,meudon-terreneuve-3,0,station,2018,4,7,5,15
22 avenue Danielle Casanova,5,5,0,0,0,,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,0,station,2018,4,1,10,49
63 rue Lecourbe,2,2,0,0,0,,Paris,paris-lecourbe-63,2,station,2018,4,6,20,30
2 avenue des murs du parc,5,5,0,0,0,,Vincennes,vincennes-mursduparc-2,0,station,2018,4,8,13,7
260 avenue NapolÃ©on Bonaparte,3,3,0,0,0,,Rueil-Malmaison,rueilmalmaison-napoleonbonaparte-260,3,station,2018,4,5,22,3
12 rue Lavoisier,0,0,0,0,0,,Limeil-BrÃ©vannes,limeilbrevannes-lavoisier-12,0,station,2018,4,2,2,23
2 rue du GÃ©nÃ©ral Renault,7,7,0,0,0,,Paris,paris-renault-2,0,station,2018,4,9,3,12
3 place Richelieu,3,3,0,0,0,,Rueil-Malmaison,rueilmalmaison-richelieu-3,2,station,2018,4,3,13,33
41 avenue Bosquet,3,3,0,0,0,,Paris,paris-bosquet-41,0,station,2018,4,4,9,12
101 rue Jean JaurÃ¨s,1,1,0,0,0,,Vanves,vanves-jeanjaures-101,5,station,2018,4,3,17,0
1 rue de Sevran,0,0,0,0,0,,Aulnay-sous-bois,aulnaysousbois-sevran-1,0,station,2018,4,1,7,12
53 rue Henri PoincarÃ©,0,0,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-henripoincare-53,0,station,2018,4,3,9,31
5 avenue de la RÃ©publique,2,2,0,0,0,,Paris,paris-republique-5,3,station,2018,4,5,23,15
20 Rue Villiot,0,0,0,0,0,,Paris,paris-villiot-20,0,full_station,2018,4,4,19,1
113 boulevard Malesherbes,3,3,0,0,0,,Paris,paris-malesherbes-113,1,station,2018,4,8,22,45
20 avenue RaphaÃ«l,4,4,0,0,0,,Paris,paris-raphael-20,0,station,2018,4,6,9,59
142 Rue de Bagnolet,6,6,0,0,0,,Paris,paris-bagnolet-142,0,station,2018,4,5,7,34
1 avenue de Bois PrÃ©au,4,4,0,0,0,,Rueil-Malmaison,rueilmalmaison-boispreau-1,1,station,2018,4,3,10,50
11 rue Robert Lavergne,6,6,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-robertlavergne-11,0,station,2018,4,8,2,39
53 rue Henri PoincarÃ©,0,0,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-henripoincare-53,0,station,2018,4,1,0,32
6 place du PrÃ©sident Mithouard,6,6,0,0,0,,Paris,paris-mithouard-6,0,station,2018,4,5,17,14
20 bis rue du Sergent Godefroy,5,5,0,0,0,,Montreuil,montreuil-sergentgodefroy-20,0,station,2018,4,6,19,42
9 rue Jacques Mazaud,6,6,0,0,0,,Levallois-Perret,levalloisperret-verdun-parking2,0,station,2018,4,1,18,21
29 rue Doudeauville,6,6,0,0,0,,Paris,paris-doudeauville-29,0,station,2018,4,5,7,34
97 boulevard de Port-Royal,4,4,0,0,0,,Paris,paris-portroyal-97,1,station,2018,4,6,15,7
8 Boulevard de la Madeleine,1,1,0,0,0,,Paris,paris-madeleine-8,2,station,2018,4,4,5,34
5 Rue des Archives,5,5,0,0,0,,CrÃ©teil,creteil-archives-5,1,station,2018,4,6,14,58
14 rue Bertin PoirÃ©e,0,0,0,0,0,,Paris,paris-bertinpoiree-14,3,station,2018,4,7,23,37
12 rue Marcel AllÃ©got,0,0,0,0,0,,Meudon,meudon-marcelallegot-12,0,station,2018,4,5,18,49
8 avenue George Sand,4,4,0,0,0,,Saint-Denis,saintdenis-georgesand-8,0,station,2018,4,7,23,44
7 rue Arthur Chevalier,5,5,0,0,0,,Aulnay-sous-bois,aulnaysousbois-arthurchevalier-7,1,station,2018,4,8,4,55
6 Place Cyrano de Bergerac,3,3,0,0,0,,ChÃ¢tenay-Malabry,chatenaymalabry-cyranodebergerac-6,3,station,2018,4,3,21,52
204 rue Saint-Martin,1,1,0,0,0,,Paris,paris-saintmartin-204,3,station,2018,4,4,5,31
135 avenue de Verdun,0,0,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,4,station,2018,4,3,19,32
52 rue Charles Hermite,0,0,0,0,0,,Paris,paris-charleshermite-52,0,station,2018,4,5,11,6
335 rue Gabriel PÃ©ri,2,2,0,0,0,,Colombes,colombes-gabrielperi-335,2,station,2018,4,5,20,9
61 boulevard Saint-Jacques,0,0,0,0,0,,Paris,paris-saintjacques1-parking,0,station,2018,4,9,7,51
6 rue de l'Ouest,0,0,0,0,0,,Paris,paris-ouest-6,6,station,2018,4,6,7,14
30 rue du MarÃ©chal Joffre,5,5,0,0,0,,Colombes,colombes-marechaljoffre-30,1,full_station,2018,4,1,1,35
36 Avenue Carnot,6,6,0,0,0,,Cachan,cachan-carnot-36,1,station,2018,4,8,7,38
30 rue Marcel Bontemps,0,0,0,0,0,,Boulogne-Billancourt,boulognebillancourt-marcelbontemps-30,5,station,2018,4,6,0,9
150 rue Marcadet,6,6,0,0,0,,Paris,paris-marcadet-150,0,station,2018,4,9,2,29
4 Rue de Montfaucon,1,1,0,0,0,,Paris,paris-montfaucon-4,0,station,2018,4,7,13,30
211 Rue de Versailles,0,0,0,0,0,,Ville-d'Avray,villedavray-versailles-211,4,station,2018,4,2,12,2
43 rue du Docteur Finlay,0,0,0,0,0,,Paris,paris-docteurfinlay-43,0,station,2018,4,4,20,16
13 Rue de l'Union,3,3,0,0,0,,Nanterre,nanterre-union-13,3,station,2018,4,2,12,35
229 Rue Raymond Losserand,5,5,0,0,0,,Paris,paris-raymondlosserand-229,1,station,2018,4,6,14,58
70 Avenue Paul Langevin,6,6,0,0,0,,Fontenay-aux-Roses,fontenayauxroses-paullangevin-70,0,station,2018,4,1,17,0
5 avenue Jean JaurÃ¨s,5,5,0,0,0,,Rosny-sous-Bois,rosnysousbois-jeanjaures-5,1,station,2018,4,2,9,39
8 rue Louise Michel,5,5,0,0,0,,Levallois-Perret,levalloisperret-louisemichel-parking,1,station,2018,4,6,2,20
15 Rue de Verdun,4,4,0,0,0,,Suresnes,suresnes-verdun-15,0,full_station,2018,4,5,11,24
2 Avenue Albert 1er,5,5,0,0,0,,Rueil-Malmaison,rueilmalmaison-albert1er-2,0,station,2018,4,3,23,51
Place Montgolfier - Parking Montgolfier,2,2,0,0,0,,Saint-Maurice,saintmaurice-montgolfier-parking,1,station,2018,4,3,8,46
106 avenue du Vieux Chemin de Saint-Denis,6,6,0,0,0,,Gennevilliers,gennevilliers-vieuxchemindesaintdenis-106,0,station,2018,4,3,10,48
2 avenue du Val de Fontenay,0,0,0,0,0,,Fontenay-Sous-Bois,fontenaysousbois-valdefontenay-2,5,station,2018,4,5,18,11
14 avenue ThÃ©ophile Gauthier,5,5,0,0,0,,Paris,paris-theophilegauthier-14,1,station,2018,4,4,3,50
113 Rue Duhesme,2,2,0,0,0,,Paris,paris-duhesne-113,2,station,2018,4,5,11,26
178 avenue de Versailles,5,5,0,0,0,,Paris,paris-versaillesreynaud-parking,0,station,2018,4,6,4,30
1 allÃ©e de Gascogne,6,6,0,0,0,,Nanterre,nanterre-gascogne-1,0,station,2018,4,8,9,42
12 rue Denfert Rochereau,2,2,0,0,0,,CrÃ©teil,creteil-denfertrochereau-12,4,station,2018,4,9,23,48
73 Rue de Rome,6,6,0,0,0,,Paris,paris-rome-73,1,station,2018,4,9,5,34
100 rue de la Commune de Paris,1,1,0,0,0,,Romainville,romainville-communedeparis-100,5,station,2018,4,4,20,15
12 avenue de la gare,0,0,0,0,0,,BiÃ¨vres,bievres-gare-12,0,station,2018,4,3,17,2
25 rue de Galvani,5,5,0,0,0,,Paris,paris-galvani-25,0,station,2018,4,9,14,23
38 rue du Four,0,0,0,0,0,,Paris,paris-four-38,3,station,2018,4,6,2,45
231 rue des PyrÃ©nÃ©es,0,0,0,0,0,,Paris,paris-pyrenees-231,0,station,2018,4,4,23,26
1 allÃ©e Parc LagravÃ¨re,6,6,0,0,0,,Colombes,colombes-parclagravere-1,1,station,2018,4,6,11,28
1 rue Jean-FranÃ§ois LÃ©pine,0,0,0,0,0,,Paris,paris-jeanfrancoislepine-1,0,station,2018,4,8,21,59
37 rue de Dantzig,2,2,0,0,0,,Paris,paris-dantzig-37,2,station,2018,4,4,8,36
17 rue Caulaincourt,1,1,0,0,0,,Paris,paris-caulaincourt-17,0,station,2018,4,4,19,53
76 Boulevard de la Tour-Maubourg,1,1,0,0,0,,Paris,paris-tourmaubourg-76,3,station,2018,4,3,12,43
77 Quai de Seine,1,1,0,0,0,,Paris,paris-seine-77,2,station,2018,4,8,8,5
12 rue Chernoviz,3,3,0,0,0,,Paris,paris-chernoviz-12,0,station,2018,4,4,6,17
4 boulevard Anatole France,2,2,0,0,0,,Boulogne-Billancourt,boulognebillancourt-anatolefrance-4,3,station,2018,4,9,5,14
22 Voie au Lard,3,3,0,0,0,,Rungis,rungis-lard-22,4,station,2018,4,9,4,30
1 rue de la LibÃ©ration,6,6,0,0,0,,Saclay,saclay-liberation-1,0,station,2018,4,8,23,59
348 rue d'Estienne d'Orves,0,0,0,0,0,,Colombes,colombes-estiennedorves-348,5,station,2018,4,9,21,15
101 rue Jean JaurÃ¨s,6,6,0,0,0,,Vanves,vanves-jeanjaures-101,0,station,2018,4,9,22,27
16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,,Paris,paris-saintantoine-16,0,station,2018,4,4,7,19
1 place Aristide Briand,6,6,0,0,0,,Argenteuil,argenteuil-aristidebriand-1,0,station,2018,4,5,4,44
7 Rue Pruvot,0,0,0,0,0,,Vanves,vanves-pruvot-7,0,station,2018,4,4,4,45
86 avenue de la RÃ©publique,5,5,0,0,0,,Paris,paris-republique-86,1,station,2018,4,2,23,6
2 Avenue Albert 1er,3,3,0,0,0,,Rueil-Malmaison,rueilmalmaison-albert1er-2,1,station,2018,4,3,20,16
49 Rue Paul Vaillant Couturier,2,2,0,0,0,,Malakoff,malakoff-paulvaillantcouturier-49,2,station,2018,4,8,14,35
32 boulevard Exelmans,1,1,0,0,0,,Paris,paris-exelmans-32,0,station,2018,4,6,13,28
108 Rue Balard,4,4,0,0,0,,Paris,paris-balard-108,2,station,2018,4,1,9,32
147 rue de Paris,2,2,0,0,0,,Charenton-le-Pont,charentonlepont-paris-147,3,station,2018,4,3,4,18
31 rue du Louvre,0,0,0,0,0,,Paris,paris-louvre-31,4,station,2018,4,9,7,35
2 boulevard Pesaro,5,5,0,0,0,,Nanterre,nanterre-pesaro-2,1,station,2018,4,9,20,13
31 avenue Hoche,1,1,0,0,0,,Paris,paris-hoche-31,2,station,2018,4,6,17,3
97 Rue Roger Salengro,1,1,0,0,0,,Drancy,drancy-rogersalengro-97,5,station,2018,4,7,23,7
1 boulevard Garibaldi,0,0,0,0,0,,Paris,paris-garibaldicambronne-parking,0,station,2018,4,7,2,16
31 avenue de la Division Leclerc,0,0,0,0,0,,Fontenay-aux-Roses,fontenayauxroses-divisionleclerc-31,6,station,2018,4,3,18,36
9 rue Philibert Delorme,0,0,0,0,0,,Guyancourt,guyancourt-philibertdelorme-9,0,station,2018,4,6,13,13
110 Boulevard Richard Lenoir,6,6,0,0,0,,Paris,paris-richardlenoir-110,0,station,2018,4,5,1,39
3 rue de Vaugirard,2,2,0,0,0,,Paris,paris-vaugirard-3,2,station,2018,4,7,12,19
20 Rue Villiot,0,0,0,0,0,,Paris,paris-villiot-20,0,full_station,2018,4,6,0,58
46 Rue Pernety,3,3,0,0,0,,Paris,paris-pernety-46,0,station,2018,4,7,14,51
4 rue Turgot,0,0,0,0,0,,Paris,paris-turgot-4,5,station,2018,4,8,13,4
28 Avenue de la Porte de Villiers,6,6,0,0,0,,Paris,paris-portedevilliers-28,0,station,2018,4,9,19,38
12 bis Route de la Reine,2,2,0,0,0,,Boulogne-Billancourt,boulognebillancourt-reine-12,3,station,2018,4,4,1,44
3 rue Olivier de Serres,6,6,0,0,0,,Paris,paris-olivierdeserres-3,0,station,2018,4,4,4,59
58 Avenue D'Ivry,1,1,0,0,0,,Paris,paris-divry-58,2,station,2018,4,1,21,7
80 rue de Reuilly,3,3,0,0,0,,Paris,paris-reuilly-80,2,station,2018,4,1,9,7
1 avenue du GÃ©nÃ©ral de Gaulle,1,1,0,0,0,,Versailles,versailles-degaulle-1,1,station,2018,4,1,20,27
140 Avenue de la RÃ©publique,0,0,0,0,0,,ChÃ¢tillon,chatillon-republique-140,5,station,2018,4,3,23,24
35 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,,Bourg-la-Reine,bourglareine-leclerc-35,0,station,2018,4,7,10,33
168 bis rue Cardinet,0,0,0,0,0,,Paris,paris-cardinet-parking,5,station,2018,4,5,15,57
1 rue Olympe de Gouge,5,5,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-olympedegouge-1,1,station,2018,4,5,15,25
44 Rue de Champ Chardon,4,4,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-champchardon-44,0,station,2018,4,2,13,54
125 rue Diderot,5,5,0,0,0,,Drancy,drancy-diderot-125,0,station,2018,4,4,22,3
23 Quai aux Fleurs,0,0,0,0,0,,Paris,paris-quaiauxfleurs-23,5,station,2018,4,7,2,21
43 rue Vivienne,0,0,0,0,0,,Paris,paris-vivienne-43,0,station,2018,4,8,10,0
28 rue d'Aumale,0,0,0,0,0,,Paris,paris-aumale-28,3,station,2018,4,5,14,24
1 rue Pierre Chausson,0,0,0,0,0,,Paris,paris-pierrechausson-1,0,station,2018,4,1,2,10
2 avenue Georges Pompidou,0,0,0,0,0,,Sucy-en-Brie,sucyenbrie-georgespompidou-2,0,station,2018,4,9,0,11
4 rue Beaugrenelle,0,0,0,0,0,,Paris,paris-beaugrenelle-4,0,station,2018,4,8,16,5
2 avenue Gabriel,3,3,0,0,0,,Paris,paris-concorde-parking,3,station,2018,4,3,22,1
126 rue d'Aubervilliers,2,2,0,0,0,,Paris,paris-aubervilliers-126,0,station,2018,4,7,15,51
44 rue de Fontenay,0,0,0,0,0,,Vincennes,vincennes-fontenay-44,4,station,2018,4,4,11,28
30 rue du MarÃ©chal Joffre,3,3,0,0,0,,Colombes,colombes-marechaljoffre-30,0,full_station,2018,4,1,17,55
21 boulevard Bonne Nouvelle,0,0,0,0,0,,Paris,paris-bonnenouvelle-21,4,station,2018,4,6,5,31
