address,cars,bluecarcounter,utilibcounter,utilib1.4counter,chargeslots,chargingstatus,city,id,slots,stationtype,year,month,day,hour,minute
1 place Stalingrad,6,6,0,0,0,,Neuilly-Plaisance,neuillyplaisance-stalingrad-1,0,station,2018,4,2,16,20
5 rue Jacques Callot,0,0,0,0,0,,Paris,paris-jacquescallot-5,2,station,2018,4,4,22,40
21 avenue de la Fontaine du Tertre,6,6,0,0,0,,Suresnes,suresnes-fontainedutertre-21,0,station,2018,4,5,1,8
1 rue Croulebarbe,4,4,0,0,0,,Paris,paris-croulebarbe-1,2,station,2018,4,6,7,25
33 rue de Lourmel,1,1,0,0,0,,Paris,paris-lourmel-33,2,station,2018,4,9,18,19
90 boulevard National,0,0,0,0,0,,La Garenne-Colombes,lagarennecolombes-national-90,6,station,2018,4,3,10,52
109 avenue FÃ©lix Faure,4,4,0,0,0,,Paris,paris-felixfaure-109,1,full_station,2018,4,2,13,36
21 Quai de la Tournelle,1,1,0,0,0,,Paris,paris-tournelle-21,3,station,2018,4,6,6,34
44 rue SÃ©bastien Mercier,5,5,0,0,0,,Paris,paris-sebastienmercier-44,1,station,2018,4,9,21,32
12 Avenue de la Division Leclerc,0,0,0,0,0,,ChÃ¢tillon,chatillon-divisionleclerc-12,5,full_station,2018,4,3,19,48
15 bis rue de Tolbiac,0,0,0,0,0,,Paris,paris-tolbiac-15,4,station,2018,4,1,6,38
2 rue Paul CÃ©zanne,2,2,0,0,0,,Neuilly-Plaisance,neuillyplaisance-paulcezanne-2,2,full_station,2018,4,3,12,56
6 avenue du Mahatma Gandhi,3,3,0,0,0,,Paris,paris-mahatmagandhi-6,2,station,2018,4,8,6,57
35 rue de Boucry,0,0,0,0,0,,Paris,paris-boucry-35,0,station,2018,4,5,3,0
5 rue de Bellechasse,0,0,0,0,0,,Paris,paris-bellechasse-5,3,station,2018,4,6,1,30
18 Boulevard Garibaldi,6,6,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,0,station,2018,4,3,6,53
26 villa Croix-Nivert,2,2,0,0,0,,Paris,paris-cambronne-parking,4,station,2018,4,1,5,51
249 avenue Gambetta,0,0,0,0,0,,Paris,paris-gambetta-249,0,station,2018,4,9,16,42
45 rue Jeanne D'Arc,4,4,0,0,0,,Paris,paris-jeannedarc-45,0,station,2018,4,6,0,43
92 Boulevard des Batignolles,2,2,0,0,0,,Paris,paris-batignolles-92,1,station,2018,4,9,23,40
101 Avenue Mozart,4,4,0,0,0,,Paris,paris-mozart-101,0,station,2018,4,5,7,58
37 quai de Grenelle,6,6,0,0,0,,Paris,paris-grenelle-37,0,station,2018,4,4,15,35
4 rue de Colombes,0,0,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-colombes-4,4,station,2018,4,4,11,5
123 boulevard Victor Hugo,4,4,0,0,0,,Clichy-la-Garenne,clichylagarenne-victorhugo-123,0,station,2018,4,9,8,19
143 avenue Roger Salengro,0,0,0,0,0,,ChÃ¢tenay-Malabry,chatenaymalabry-rogersalengro-143,0,station,2018,4,9,0,43
11 avenue Pasteur,5,5,0,0,0,,Saint-MandÃ©,saintmande-pasteur-11,2,station,2018,4,7,11,11
142 rue du Bac,0,0,0,0,0,,Paris,paris-bac-142,5,station,2018,4,8,3,51
101 Avenue Mozart,0,0,0,0,0,,Paris,paris-mozart-101,1,station,2018,4,9,18,37
50 Boulevard Henri Sellier,4,4,0,0,0,,Suresnes,suresnes-henrisellier-50,2,station,2018,4,3,22,33
171 Rue de la Convention,0,0,0,0,0,,Paris,paris-convention-171,2,station,2018,4,6,17,50
5 rue FrÃ©dÃ©rick LemaÃ®tre,6,6,0,0,0,,Paris,paris-fredericklemaitre-5,0,station,2018,4,5,2,29
4 rue Valiton,0,0,0,0,0,,Clichy-la-Garenne,clichylagarenne-valiton-4,6,station,2018,4,5,15,19
53 rue du Bois l'AbbÃ©,1,1,0,0,0,,Champigny-sur-Marne,champignysurmarne-boislabbe-53,3,station,2018,4,6,0,3
17 Place de la RÃ©publique,0,0,0,0,0,,Paris,paris-republique-17,4,station,2018,4,4,2,0
86 rue Pelleport,3,3,0,0,0,,Paris,paris-pelleport-86,1,station,2018,4,6,16,18
14 rue Velpeau,3,3,0,0,0,,Antony,antony-velpeau-14,0,station,2018,4,6,19,51
16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,,Paris,paris-saintantoine-16,0,station,2018,4,5,15,12
6 avenue du Mesnil,1,1,0,0,0,,Saint-Maur,saintmaur-mesnil-6,3,station,2018,4,6,6,39
2 Avenue de Taillebourg,4,4,0,0,0,,Paris,paris-taillebourg-2,0,station,2018,4,4,10,37
35 Rue Louis Blanc,0,0,0,0,0,,Saint-Ouen,saintouen-louisblanc-35,6,station,2018,4,1,14,29
46 rue Edgard Quinet,5,5,0,0,0,,Neuilly-Plaisance,neuillyplaisance-edgardquinet-46,1,station,2018,4,8,17,47
17 rue Caulaincourt,0,0,0,0,0,,Paris,paris-caulaincourt-17,1,station,2018,4,6,17,6
12 bis Route de la Reine,5,5,0,0,0,,Boulogne-Billancourt,boulognebillancourt-reine-12,0,station,2018,4,8,12,51
31 avenue de la Division Leclerc,7,7,0,0,0,,Fontenay-aux-Roses,fontenayauxroses-divisionleclerc-31,0,station,2018,4,4,4,9
125 rue Diderot,5,5,0,0,0,,Drancy,drancy-diderot-125,0,station,2018,4,8,5,4
245 boulevard Jean JaurÃ¨s,6,6,0,0,0,,Boulogne-Billancourt,boulognebillancourt-jeanjaures-245,0,station,2018,4,4,6,30
2 rue Marie-AndrÃ©e Lagroua Weil-Halle,1,1,0,0,0,,Paris,paris-marieandreelagrouaweilhalle-2,3,station,2018,4,9,19,57
41 rue Didot,1,1,0,0,0,,Paris,paris-didot-41,0,station,2018,4,7,21,34
143 Rue La Fayette,0,0,0,0,0,,Paris,paris-lafayette-143,4,station,2018,4,5,14,36
55 boulevard de la Villette,5,5,0,0,0,,Paris,paris-villette-55,0,station,2018,4,4,19,40
1 place du 11 Novembre 1918,0,0,0,0,0,,Clichy-sous-Bois,clichysousbois-11novembre1918-1,0,full_station,2018,4,7,14,13
7 boulevard de Picpus,4,4,0,0,0,,Paris,paris-picpus-7,1,station,2018,4,1,10,31
61 boulevard Saint-Jacques,0,0,0,0,0,,Paris,paris-saintjacques1-parking,0,station,2018,4,9,15,23
2 rue Paul CÃ©zanne,4,4,0,0,0,,Neuilly-Plaisance,neuillyplaisance-paulcezanne-2,1,full_station,2018,4,2,12,13
1 Place des PrÃ©-Hauts,3,3,0,0,0,,VerriÃ¨res-le-Buisson,verriereslebuisson-prehauts-1,2,full_station,2018,4,4,15,37
215 Avenue des GrÃ©sillons,6,6,0,0,0,,Gennevilliers,gennevilliers-gresillons-215,0,station,2018,4,5,2,53
1 Rue Dante,0,0,0,0,0,,Paris,paris-dante-1,4,station,2018,4,4,2,24
51 avenue Jean JaurÃ¨s,0,0,0,0,0,,Montrouge,montrouge-jeanjaures-51,4,station,2018,4,8,15,25
271 Boulevard Pereire,5,5,0,0,0,,Paris,paris-pereire-271,0,station,2018,4,1,10,6
6 avenue Foch,0,0,0,0,0,,Paris,paris-etoilefoch-parking,0,station,2018,4,5,21,9
33 rue de Lourmel,5,5,0,0,0,,Paris,paris-lourmel-33,0,station,2018,4,4,16,28
2 rue du Commandant Lamy,1,1,0,0,0,,Paris,paris-commandantlamy-2,2,station,2018,4,9,15,8
120 boulevard Gabriel PÃ©ri,4,4,0,0,0,,Malakoff,malakoff-gabrielperi-120,2,station,2018,4,7,10,45
36 Boulevard Richard Lenoir,3,3,0,0,0,,Paris,paris-richardlenoir-36,1,station,2018,4,3,0,32
119 avenue de Flandre,4,4,0,0,0,,Paris,paris-flandre-119,1,station,2018,4,2,10,30
55 rue d'Auteuil,3,3,0,0,0,,Paris,paris-auteuil-55,0,station,2018,4,6,1,3
14 place Moreau David,7,7,0,0,0,,Fontenay-Sous-Bois,fontenaysousbois-moreaudavid-14,0,station,2018,4,3,4,20
45 rue de l'Ãvangile,6,6,0,0,0,,Paris,paris-evangile-45,0,station,2018,4,3,9,50
82 rue de CrimÃ©e,3,3,0,0,0,,Paris,paris-crimee-82,3,station,2018,4,5,16,4
126 Avenue Philippe Auguste,6,6,0,0,0,,Paris,paris-philippeauguste-126,0,station,2018,4,2,19,46
2 avenue Georges Pompidou,0,0,0,0,0,,Sucy-en-Brie,sucyenbrie-georgespompidou-2,0,station,2018,4,9,22,58
137 rue de la BourcilliÃ¨re,5,5,0,0,0,,Clamart,clamart-bourcilliere-137,1,station,2018,4,7,23,24
24 Avenue du Pont Royal,1,1,0,0,0,,Cachan,cachan-pontroyal-24,5,station,2018,4,5,13,16
5 avenue de l'Europe,0,0,0,0,0,,Colombes,colombes-europe-5,0,station,2018,4,2,17,55
120 cours de Vincennes,4,4,0,0,0,,Paris,paris-vincennes-120,0,station,2018,4,9,8,8
22 bis rue Legendre,1,1,0,0,0,,Paris,paris-legendre-22,1,station,2018,4,6,11,50
1 Rue Dante,0,0,0,0,0,,Paris,paris-dante-1,4,station,2018,4,3,0,5
214 boulevard de Stalingrad,0,0,0,0,0,,Champigny-sur-Marne,champignysurmarne-stalingrad-214,6,station,2018,4,5,11,46
115 Boulevard Pereire,1,1,0,0,0,,Paris,paris-pereire-115,1,station,2018,4,7,6,19
56 avenue du MarÃ©chal de Lattre de Tassigny,4,4,0,0,0,,CrÃ©teil,creteil-marechaldelattredetassigny-56,1,station,2018,4,8,9,11
35 rue Mathis,0,0,0,0,0,,Paris,paris-mathis-35,2,station,2018,4,1,13,10
12 rue Denfert Rochereau,0,0,0,0,0,,CrÃ©teil,creteil-denfertrochereau-12,5,station,2018,4,9,13,10
11 Rue Auguste Perret,4,4,0,0,0,,Villejuif,villejuif-augusteperret-11,1,station,2018,4,5,1,47
1 Boulevard Murat,3,3,0,0,0,,Paris,paris-murat-1,2,station,2018,4,2,6,31
9 rue Philibert Delorme,0,0,0,0,0,,Guyancourt,guyancourt-philibertdelorme-9,0,station,2018,4,8,10,2
1 rue FrÃ©pillon,5,5,0,0,0,,Noisy-le-Sec,noisylesec-frepillon-1,0,full_station,2018,4,1,17,27
79 rue de Lourmel,3,3,0,0,0,,Paris,paris-lourmel-79,0,station,2018,4,1,15,46
38 ter rue du Mont ValÃ©rien,5,5,0,0,0,,Saint-Cloud,saintcloud-montvalerien-38,0,station,2018,4,5,17,53
52 avenue Ambroisine,6,6,0,0,0,,Champigny-sur-Marne,champignysurmarne-ambroisine-52,0,station,2018,4,1,3,32
3 Rue Georges Pompidou,3,3,0,0,0,,Les Lilas,leslilas-georgespompidou-3,3,full_station,2018,4,4,17,9
60 rue Edouard Vaillant,2,2,0,0,0,,Bagnolet,bagnolet-edouardvaillant-60,4,station,2018,4,3,0,5
76 avenue de Verdun,2,2,0,0,0,,ChÃ¢tillon,chatillon-verdun-76,3,station,2018,4,7,18,29
1 rue Croulebarbe,0,0,0,0,0,,Paris,paris-croulebarbe-1,5,station,2018,4,5,23,28
18 rue Franklin,1,1,0,0,0,,Montreuil,montreuil-franklin-18,4,station,2018,4,8,21,3
282 avenue d'Argenteuil,0,0,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-argenteuil-282,0,station,2018,4,1,21,31
422 Rue Saint-HonorÃ©,0,0,0,0,0,,Paris,paris-sainthonore-422,4,station,2018,4,2,1,9
6 Rue Pablo Neruda,1,1,0,0,0,,Nanterre,nanterre-pabloneruda-6,5,station,2018,4,7,21,43
11 avenue du GÃ©nÃ©ral De Gaulle,6,6,0,0,0,,Antony,antony-degaulle-11,0,station,2018,4,2,14,36
140 Avenue de la RÃ©publique,1,1,0,0,0,,ChÃ¢tillon,chatillon-republique-140,4,station,2018,4,1,12,19
26 boulevard Gouvion Saint-Cyr,2,2,0,0,0,,Paris,paris-gouvionmaillot-parking,3,station,2018,4,2,15,26
1 rue Pierre Chausson,0,0,0,0,0,,Paris,paris-pierrechausson-1,0,station,2018,4,3,3,37
69 boulevard Pasteur,0,0,0,0,0,,Paris,paris-pasteur2-parking,0,station,2018,4,1,16,13
92 Boulevard des Batignolles,1,1,0,0,0,,Paris,paris-batignolles-92,2,station,2018,4,2,10,46
175 avenue du 18 Juin 1940,4,4,0,0,0,,Rueil-Malmaison,rueilmalmaison-18juin1940-175,1,station,2018,4,8,0,52
157 rue Jeanne D'Arc,3,3,0,0,0,,Paris,paris-jeannedarc-157,0,station,2018,4,1,8,21
93 avenue Victor Hugo,3,3,0,0,0,,Paris,paris-victorhugo-93,3,station,2018,4,5,21,14
91 rue du Faubourg Saint-Denis,1,1,0,0,0,,Paris,paris-saintdenis-91,3,station,2018,4,9,5,12
29 avenue des Champs Pierreux,3,3,0,0,0,,Nanterre,nanterre-champspierreux-29,0,full_station,2018,4,6,12,21
12 Avenue AndrÃ© Prothin,4,4,0,0,0,,Courbevoie,courbevoie-andreprothin-12,0,full_station,2018,4,8,11,30
20 Rue Villiot,0,0,0,0,0,,Paris,paris-villiot-20,0,full_station,2018,4,1,3,56
53 Boulevard Foch,2,2,0,0,0,,Ãpinay-sur-Seine,epinaysurseine-foch-53,2,station,2018,4,1,23,43
27 Rue des Batignolles,2,2,0,0,0,,Paris,paris-batignolles-27,1,station,2018,4,3,18,47
26 rue Saint-Vincent-de-Paul,0,0,0,0,0,,Paris,paris-saintvincentdepaul-26,0,station,2018,4,4,23,42
255 Avenue Jean JaurÃ¨s,1,1,0,0,0,,Clamart,clamart-jeanjaures-255,1,station,2018,4,7,19,18
215 rue Henri Barbusse,5,5,0,0,0,,Argenteuil,argenteuil-henribarbusse-215,1,station,2018,4,2,3,43
2 rue des Couronnes,1,1,0,0,0,,Paris,paris-couronnes-2,2,station,2018,4,9,21,26
175 avenue du 18 Juin 1940,6,6,0,0,0,,Rueil-Malmaison,rueilmalmaison-18juin1940-175,0,station,2018,4,7,6,16
76 Boulevard de la Tour-Maubourg,0,0,0,0,0,,Paris,paris-tourmaubourg-76,5,station,2018,4,7,18,45
18 Rue PerrÃ©e,1,1,0,0,0,,Paris,paris-perree-18,0,station,2018,4,9,12,22
64 Rue de Fitzelin,1,1,0,0,0,,Ãpinay-sur-Seine,epinaysurseine-fitzelin-64,4,station,2018,4,1,20,34
68 avenue Mozart,6,6,0,0,0,,Paris,paris-mozart-68,0,station,2018,4,2,9,21
2 Avenue Albert 1er,1,1,0,0,0,,Rueil-Malmaison,rueilmalmaison-albert1er-2,5,station,2018,4,1,21,44
18 Boulevard Garibaldi,6,6,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-garibaldi-18,0,station,2018,4,3,1,33
8 avenue de Choisy,2,2,0,0,0,,Paris,paris-choisy-8,0,station,2018,4,5,11,33
73 rue Marcelin Berthelot,1,1,0,0,0,,Drancy,drancy-marcelinberthelot-73,3,station,2018,4,3,5,46
42 avenue du GÃ©nÃ©ral de Gaulle,6,6,0,0,0,,Maisons-Alfort,maisonsalfort-generaldegaulle-42,0,full_station,2018,4,1,0,32
1 Rue de la Meurthe,5,5,0,0,0,,Paris,paris-meurthe-1,1,station,2018,4,3,16,32
2 rue Mayet,2,2,0,0,0,,Paris,paris-mayet-2,0,station,2018,4,4,8,1
348 rue d'Estienne d'Orves,3,3,0,0,0,,Colombes,colombes-estiennedorves-348,2,station,2018,4,5,13,18
70 avenue du GÃ©nÃ©ral de Gaulle,6,6,0,0,0,,CrÃ©teil,creteil-generaldegaulle-70,0,station,2018,4,8,0,5
2 avenue du GÃ©nÃ©ral Leclerc,4,4,0,0,0,,Le Chesnay,lechesnay-leclerc-2,0,station,2018,4,1,15,31
19 avenue du GÃ©nÃ©ral de Gaulle,4,4,0,0,0,,Meudon,meudon-generaldegaulle-19,2,station,2018,4,5,6,2
6 Boulevard Haussmann,1,1,0,0,0,,Paris,paris-haussmann-6,3,station,2018,4,3,0,2
9 rue Lobineau,3,3,0,0,0,,Paris,paris-lobineau-9,2,station,2018,4,6,12,56
4 boulevard Anatole France,1,1,0,0,0,,Boulogne-Billancourt,boulognebillancourt-anatolefrance-4,4,station,2018,4,7,23,46
2 Rue Houdart de Lamotte,2,2,0,0,0,,Paris,paris-houdartdelamotte-2,0,station,2018,4,5,22,33
77 Quai de Seine,1,1,0,0,0,,Paris,paris-seine-77,0,station,2018,4,8,14,23
36 Rue Ãtienne Marcel,2,2,0,0,0,,Paris,paris-etiennemarcel-36,2,station,2018,4,6,15,55
157 rue Saint-Maur,0,0,0,0,0,,Paris,paris-saintmaur-157,4,station,2018,4,5,3,27
126 Rue Legendre,3,3,0,0,0,,Paris,paris-legendre-126,1,station,2018,4,7,3,17
4 Rue Croix des Petits Champs,0,0,0,0,0,,Paris,paris-croixdespetitschamps-4,1,station,2018,4,5,8,42
335 rue Gabriel PÃ©ri,2,2,0,0,0,,Colombes,colombes-gabrielperi-335,3,station,2018,4,3,15,54
2 rue PÃ©trarque,1,1,0,0,0,,Paris,paris-petrarque-2,2,station,2018,4,5,5,34
28 rue Ãdouard Vaillant,5,5,0,0,0,,Saint-Ouen,saintouen-edouardvaillant-28,2,station,2018,4,5,2,42
9 Rue de la Gare,5,5,0,0,0,,Nanterre,nanterre-gare-9,0,station,2018,4,5,17,58
12 rue Henri Sainte-Claire DÃ©ville,6,6,0,0,0,,Rueil-Malmaison,rueilmalmaison-henrisainteclairedeville-12,0,station,2018,4,3,15,0
22 boulevard FÃ©lix Faure,0,0,0,0,0,,Aulnay-sous-bois,aulnaysousbois-felixfaure-22,6,full_station,2018,4,9,7,47
137 avenue Jean JaurÃ¨s,4,4,0,0,0,,Clamart,clamart-jeanjaures-137,1,station,2018,4,3,5,22
2 Rue des EntrepÃ´ts,2,2,0,0,0,,Saint-Ouen,saintouen-entrepots-2,2,station,2018,4,5,23,49
142 Avenue LaferriÃ¨re,0,0,0,0,0,,CrÃ©teil,creteil-laferriere-142,0,station,2018,4,8,8,33
10 Rue Sadi Carnot,6,6,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,0,station,2018,4,2,1,46
28 rue Championnet,6,6,0,0,0,,Paris,paris-championnet-28,0,station,2018,4,4,4,9
120 cours de Vincennes,4,4,0,0,0,,Paris,paris-vincennes-120,0,station,2018,4,5,6,53
50 rue Emile Zola,0,0,0,0,0,,Bezons,bezons-emilezola-50,7,station,2018,4,9,14,21
169 avenue Gabriel PÃ©ri,0,0,0,0,0,,Gennevilliers,gennevilliers-gabrielperi-169,0,full_station,2018,4,8,7,5
169 avenue de Flandre,0,0,0,0,0,,Paris,paris-flandre-169,1,full_station,2018,4,9,8,59
143 boulevard Vincent Auriol,0,0,0,0,0,,Paris,paris-vincentauriol-143,1,full_station,2018,4,1,13,13
120 boulevard du Montparnasse,0,0,0,0,0,,Paris,paris-montparnasseraspail-parking,0,station,2018,4,2,3,52
2 place Joffre,0,0,0,0,0,,Paris,paris-joffreecolemilitaire-parking,6,station,2018,4,4,3,48
2 avenue de la Porte de Charenton,6,6,0,0,0,,Paris,paris-portedecharenton-2,0,station,2018,4,4,17,34
42 rue Charles Moureu,6,6,0,0,0,,Paris,paris-charlesmoureu-42,0,station,2018,4,2,1,36
39 rue du Port Ã  l'Anglais,1,1,0,0,0,,Alfortville,alfortville-portalanglais-39,5,station,2018,4,3,19,5
66 rue Gay-Lussac,0,0,0,0,0,,Paris,paris-gaylussac-66,3,full_station,2018,4,9,8,37
20 Rue Gambetta,3,3,0,0,0,,Nanterre,nanterre-gambetta-20,1,full_station,2018,4,9,16,36
75 rue de la Chapelle,0,0,0,0,0,,Paris,paris-chapelle-75,0,station,2018,4,9,10,33
7 rue Raymond Pitet,2,2,0,0,0,,Paris,paris-raymondpitet-7,2,station,2018,4,3,10,32
43 rue Vivienne,0,0,0,0,0,,Paris,paris-vivienne-43,0,station,2018,4,6,2,31
252 bis rue Saint-Martin,5,5,0,0,0,,Paris,paris-saintmartin-parking,0,station,2018,4,3,21,58
2 Rue Fernand Pelloutier,1,1,0,0,0,,Puteaux,puteaux-fernandpelloutier-2,1,station,2018,4,5,20,54
8 Boulevard Voltaire,0,0,0,0,0,,Paris,paris-voltaire-8,4,station,2018,4,5,2,51
76 rue de la Victoire,1,1,0,0,0,,Paris,paris-victoire-76,3,station,2018,4,6,16,6
12 rue Lavoisier,0,0,0,0,0,,Limeil-BrÃ©vannes,limeilbrevannes-lavoisier-12,0,station,2018,4,7,5,34
7 rue Nouvelle,5,5,0,0,0,,Drancy,drancy-nouvelle-7,0,station,2018,4,1,15,15
61 quai Blanqui,0,0,0,0,0,,Alfortville,alfortville-blanqui-61,0,station,2018,4,9,9,1
98 rue de Turenne,3,3,0,0,0,,Paris,paris-turenne-98,1,station,2018,4,3,10,47
233 avenue GÃ©nÃ©ral De Gaulle,5,5,0,0,0,,Clamart,clamart-generaldegaulle-233,0,station,2018,4,6,11,21
98 boulevard Murat,3,3,0,0,0,,Paris,paris-murat-98,2,station,2018,4,4,2,54
13 Rue Paul Lafargue,2,2,0,0,0,,Saint-Ouen,saintouen-paullafargue-13,1,full_station,2018,4,2,19,42
20 Avenue Lombard,5,5,0,0,0,,Fontenay-aux-Roses,fontenayauxroses-lombard-20,1,station,2018,4,5,18,44
14 place Moreau David,5,5,0,0,0,,Fontenay-Sous-Bois,fontenaysousbois-moreaudavid-14,2,station,2018,4,2,4,0
1 rue FrÃ©pillon,5,5,0,0,0,,Noisy-le-Sec,noisylesec-frepillon-1,0,full_station,2018,4,8,8,9
97 Rue Georges Guynemer,6,6,0,0,0,,AsniÃ¨res-sur-Seine,asnieressurseine-georgesguynemer-97,0,full_station,2018,4,5,21,49
50 boulevard de la Bastille,2,2,0,0,0,,Paris,paris-bastille-50,0,station,2018,4,7,21,30
1 Rue Ordener,0,0,0,0,0,,Paris,paris-ordener-1,0,station,2018,4,7,19,1
4 rue Claude-Nicolas Ledoux,3,3,0,0,0,,CrÃ©teil,creteil-claudenicolasledoux-4,3,station,2018,4,4,3,42
122 boulevard Jean JaureÌs,6,6,0,0,0,,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,0,station,2018,4,1,6,54
6 avenue des Ternes,3,3,0,0,0,,Paris,paris-ternes-6,0,station,2018,4,8,20,31
8 Boulevard Voltaire,0,0,0,0,0,,Paris,paris-voltaire-8,4,station,2018,4,9,7,26
19 avenue du GÃ©nÃ©ral de Gaulle,5,5,0,0,0,,Meudon,meudon-generaldegaulle-19,1,station,2018,4,2,10,43
60 rue Edouard Vaillant,5,5,0,0,0,,Bagnolet,bagnolet-edouardvaillant-60,1,station,2018,4,9,16,50
12 Rue des Pyramides,3,3,0,0,0,,Paris,paris-pyramides-12,2,station,2018,4,5,6,43
62 Rue Ramey,6,6,0,0,0,,Paris,paris-ramey-62,0,station,2018,4,2,4,40
27 rue du Port,2,2,0,0,0,,Nogent-sur-Marne,nogentsurmarne-port-27,5,station,2018,4,9,14,29
44 avenue du Capitaine Glarner,2,2,0,0,0,,Saint-Ouen,saintouen-capitaineglarner-44,4,station,2018,4,8,16,13
22 place de l'Europe,0,0,0,0,0,,Alfortville,alfortville-europe-22,0,station,2018,4,5,9,57
249 avenue Gambetta,0,0,0,0,0,,Paris,paris-gambetta-249,0,station,2018,4,1,1,56
170 boulevard Pereire,2,2,0,0,0,,Paris,paris-pereire-170,2,station,2018,4,8,11,53
2 rue du GÃ©nÃ©ral Renault,0,0,0,0,0,,Paris,paris-renault-2,6,station,2018,4,7,7,54
101 rue Jean JaurÃ¨s,3,3,0,0,0,,Vanves,vanves-jeanjaures-101,3,station,2018,4,2,18,51
25 rue de la Plaine,3,3,0,0,0,,Paris,paris-plaine-25,3,station,2018,4,5,6,7
137 avenue Jean JaurÃ¨s,2,2,0,0,0,,Clamart,clamart-jeanjaures-137,1,station,2018,4,3,12,20
2 Avenue LeÌon Blum,0,0,0,0,0,,Le Plessis-Robinson,leplessisrobinson-leonblum-2,5,full_station,2018,4,4,8,31
5 avenue des Guilleraies,1,1,0,0,0,,Nanterre,nanterre-guilleraies-5,2,station,2018,4,4,4,49
2 rue des Couronnes,3,3,0,0,0,,Paris,paris-couronnes-2,0,station,2018,4,7,22,29
12 bis Route de la Reine,2,2,0,0,0,,Boulogne-Billancourt,boulognebillancourt-reine-12,0,station,2018,4,5,18,41
31 rue du Louvre,0,0,0,0,0,,Paris,paris-louvre-31,3,station,2018,4,7,2,33
13 Rue de Lens,3,3,0,0,0,,Nanterre,nanterre-lens-13,3,station,2018,4,2,12,20
162 rue de la Roquette,3,3,0,0,0,,Paris,paris-roquette-162,2,station,2018,4,3,20,42
5 boulevard Vincent Raspail,5,5,0,0,0,,Nanterre,nanterre-vincentraspail-5,1,station,2018,4,7,18,25
39 Rue de Verdun,0,0,0,0,0,,Alfortville,alfortville-verdun-39,0,station,2018,4,4,11,58
65 avenue Philippe Auguste,3,3,0,0,0,,Paris,paris-philippeauguste-65,1,station,2018,4,3,8,1
16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,,Paris,paris-saintantoine-16,0,station,2018,4,7,7,8
11 rue DÃ©sirÃ© PrÃ©aux,6,6,0,0,0,,Montreuil,montreuil-desirepreaux-11,0,station,2018,4,5,19,15
44 avenue du Capitaine Glarner,3,3,0,0,0,,Saint-Ouen,saintouen-capitaineglarner-44,2,station,2018,4,9,11,22
111 rue Buzenval,1,1,0,0,0,,Garches,garches-buzenval-111,4,station,2018,4,3,9,16
11 rue Marguerite Long,4,4,0,0,0,,Paris,paris-margueritelong-11,2,station,2018,4,2,4,3
22 Avenue Jean JaurÃ¨s,6,6,0,0,0,,Issy-les-Moulineaux,issylesmoulineaux-jeanjaures-22,0,station,2018,4,5,20,50
20 Rue Villiot,0,0,0,0,0,,Paris,paris-villiot-20,0,full_station,2018,4,5,22,23
38 avenue des Ternes,6,6,0,0,0,,Paris,paris-ternes-parking,0,station,2018,4,5,19,47
19 rue BrÃ©montier,6,6,0,0,0,,Paris,paris-bremontier-19,0,station,2018,4,3,16,20
243 rue Saint-Martin,1,1,0,0,0,,Paris,paris-saintmartin-243,1,station,2018,4,1,19,51
43 rue Vivienne,0,0,0,0,0,,Paris,paris-vivienne-43,0,station,2018,4,4,3,32
188 Avenue de Choisy,2,2,0,0,0,,Paris,paris-choisy-188,2,station,2018,4,5,8,0
3 rue Olivier de Serres,3,3,0,0,0,,Paris,paris-olivierdeserres-3,3,station,2018,4,6,21,45
49 Rue Paul Vaillant Couturier,5,5,0,0,0,,Malakoff,malakoff-paulvaillantcouturier-49,0,station,2018,4,9,0,42
9 Boulevard Raspail,6,6,0,0,0,,Paris,paris-raspail-9,0,station,2018,4,1,11,5
55 rue d'Auteuil,1,1,0,0,0,,Paris,paris-auteuil-55,0,station,2018,4,5,9,14
33 rue Crozatier,0,0,0,0,0,,Paris,paris-crozatier-33,0,station,2018,4,1,1,29
11 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,0,,Antony,antony-degaulle-11,1,station,2018,4,4,12,2
6 Rue de Metz,0,0,0,0,0,,Paris,paris-metz-6,3,station,2018,4,4,22,33
1 avenue Hoche,7,7,0,0,0,,Nanterre,nanterre-hoche-1,0,station,2018,4,8,20,34
1 rue du PrÃ© Saint Gervais,0,0,0,0,0,,Pantin,pantin-presaintgervais-1,0,full_station,2018,4,2,19,9
3 rue Jean JaurÃ¨s,3,3,0,0,0,,Fontenay-aux-Roses,fontenayauxroses-jeanjaures-3,0,full_station,2018,4,7,3,56
62 rue Pierre Charron,0,0,0,0,0,,Paris,paris-pierrecharron-62,0,station,2018,4,7,3,25
82 rue de CrimÃ©e,6,6,0,0,0,,Paris,paris-crimee-82,0,station,2018,4,3,2,39
168 boulevard du GÃ©nÃ©ral de Gaulle,4,4,0,0,0,,Garches,garches-degaulle-168,1,station,2018,4,4,2,17
